year,aoc_id,kitt_uid
2021,1953193,13099
2021,2009899,9557
2021,2019340,14054
2021,2038858,13990
2021,2039778,5915
2021,2043700,13039
2022,35816,204
2022,37112,17531
2022,151323,449
2022,279547,763
2022,317571,12958
2022,428264,2805
2022,463892,2299
2022,487330,15589
2022,508132,1925
2022,625320,13258
2022,646504,16453
2022,679629,4612
2022,693491,6021
2022,731156,4826
2022,771142,654
2022,800123,6317
2022,808159,2660
2022,814889,4847
2022,820815,2419
2022,898400,11929
2022,902058,12736
2022,927599,8736
2022,940588,4436
2022,976079,940
2022,982206,4825
2022,994756,8755
2022,995672,9019
2022,1009078,11220
2022,1039707,9691
2022,1071232,9693
2022,1098790,2218
2022,1110805,5674
2022,1139883,3121
2022,1161861,10887
2022,1163509,4963
2022,1208101,2154
2022,1222761,6788
2022,1276674,8322
2022,1288436,15338
2022,1306490,10743
2022,1330508,10005
2022,1330684,6795
2022,1349046,122
2022,1357851,7665
2022,1462548,1015
2022,1465864,6973
2022,1471723,12254
2022,1478612,5005
2022,1495948,5134
2022,1498030,8283
2022,1502846,12583
2022,1502955,12428
2022,1503055,9141
2022,1503258,10419
2022,1503354,10506
2022,1503533,8373
2022,1503557,12252
2022,1503598,9852
2022,1503732,9423
2022,1503759,7476
2022,1503846,11141
2022,1503917,4862
2022,1503950,12898
2022,1504066,11148
2022,1504074,13906
2022,1504232,5072
2022,1504267,10318
2022,1504378,3429
2022,1504379,11625
2022,1504420,13120
2022,1504424,13104
2022,1504426,2907
2022,1504558,11356
2022,1504598,4071
2022,1504716,12183
2022,1504814,13121
2022,1504820,14086
2022,1504977,6092
2022,1504993,10180
2022,1505003,7928
2022,1505371,9564
2022,1505376,9505
2022,1505762,6888
2022,1505887,11105
2022,1506179,13169
2022,1506286,3565
2022,1506417,12060
2022,1506444,9312
2022,1508179,8529
2022,1509400,6761
2022,1510992,13069
2022,1511261,10290
2022,1511996,9328
2022,1512053,662
2022,1512059,13442
2022,1512439,13918
2022,1513944,13293
2022,1514717,6868
2022,1514829,9988
2022,1515338,171
2022,1515439,8225
2022,1516483,2244
2022,1516830,5144
2022,1517070,6923
2022,1518446,4561
2022,1518607,12205
2022,1519220,13545
2022,1519838,9154
2022,1519958,10757
2022,1521841,11748
2022,1523867,7008
2022,1523872,11208
2022,1523918,4302
2022,1524038,9846
2022,1524058,5285
2022,1524176,11223
2022,1525616,11757
2022,1527548,10489
2022,1529129,10436
2022,1529364,10227
2022,1532630,11200
2022,1534815,13725
2022,1535321,13740
2022,1537511,733
2022,1539305,10461
2022,1546669,2926
2022,1561428,14413
2022,1561524,4844
2022,1578105,11764
2022,1584754,13227
2022,1585741,13221
2022,1590600,13627
2022,1598602,7568
2022,1615463,7959
2022,1621234,11740
2022,1624501,12475
2022,1640858,11213
2022,1642571,12344
2022,1647356,17468
2022,1650743,10787
2022,1651053,15520
2022,1708693,1376
2022,1711520,8759
2022,1722881,12944
2022,1726712,12597
2022,1734670,14034
2022,1741917,9770
2022,1764981,11722
2022,1825128,13964
2022,1909210,10521
2022,1914553,7270
2022,1928724,8216
2022,1954755,12156
2022,2009205,11280
2022,2052579,14749
2022,2101732,10817
2022,2119108,13978
2022,2154477,17842
2022,2168538,14563
2022,2173987,14859
2022,2175878,14764
2022,2186341,13270
2022,2216477,17040
2022,2218770,17627
2022,2234078,17132
2022,2245681,14557
2022,2245698,17336
2022,2245729,14260
2022,2245734,12612
2022,2245749,1893
2022,2245798,17275
2022,2245831,16622
2022,2245835,16582
2022,2245838,16821
2022,2245846,14259
2022,2245862,14169
2022,2245866,18925
2022,2245893,14814
2022,2245896,14728
2022,2245946,17782
2022,2246081,16968
2022,2246162,15375
2022,2246202,17152
2022,2246208,17167
2022,2246246,14420
2022,2246263,17736
2022,2246272,17855
2022,2246315,17330
2022,2246323,16214
2022,2246330,15823
2022,2246357,17631
2022,2246623,14941
2022,2246643,16870
2022,2246729,10624
2022,2246744,14615
2022,2246808,17942
2022,2247018,17505
2022,2247130,14452
2022,2247190,15308
2022,2247191,14653
2022,2247242,16967
2022,2247293,11226
2022,2247461,15561
2022,2247622,9298
2022,2247653,17400
2022,2248642,12571
2022,2248654,16506
2022,2248890,15269
2022,2248908,19126
2022,2248965,19049
2022,2249410,17727
2022,2249501,19053
2022,2249896,17624
2022,2250131,19193
2022,2250410,17940
2022,2250504,15759
2022,2250664,19058
2022,2250720,14652
2022,2251984,14176
2022,2252059,15741
2022,2252387,17389
2022,2252752,19084
2022,2253408,5315
2022,2253887,14198
2022,2257375,16764
2022,2257688,18407
2022,2257881,7550
2022,2257911,12409
2022,2257959,15896
2022,2258811,16748
2022,2258960,16195
2022,2259548,18349
2022,2259673,15254
2022,2259896,12115
2022,2259904,14171
2022,2259938,13921
2022,2260821,18434
2022,2262063,16708
2022,2263582,9153
2022,2263661,16756
2022,2263816,18175
2022,2264096,15161
2022,2264340,18985
2022,2264417,15768
2022,2264730,15672
2022,2266128,17675
2022,2266538,10351
2022,2266623,5648
2022,2267723,15900
2022,2267731,10285
2022,2267770,18815
2022,2267835,18545
2022,2267844,18197
2022,2267944,18999
2022,2267962,16609
2022,2268035,6963
2022,2268036,18291
2022,2268084,15005
2022,2268092,15706
2022,2268099,17719
2022,2268148,17134
2022,2268202,18412
2022,2268211,14166
2022,2268319,11215
2022,2268336,18590
2022,2268337,884
2022,2268386,14546
2022,2268424,13245
2022,2268529,15761
2022,2268624,10427
2022,2268633,16632
2022,2268651,13180
2022,2268743,16872
2022,2268783,18679
2022,2268839,16399
2022,2268903,17180
2022,2268998,11800
2022,2269005,16342
2022,2269142,3412
2022,2269174,19113
2022,2269201,3667
2022,2269204,15642
2022,2269313,18080
2022,2269328,14098
2022,2269383,17818
2022,2269481,2604
2022,2269547,1594
2022,2269605,17915
2022,2269818,14899
2022,2269846,14268
2022,2269893,9578
2022,2269897,18992
2022,2269943,17137
2022,2270031,19118
2022,2270059,9610
2022,2270156,18448
2022,2270306,18082
2022,2270409,17606
2022,2270511,16838
2022,2270607,6948
2022,2270762,14254
2022,2271166,14842
2022,2271354,19206
2022,2271403,15174
2022,2271659,10515
2022,2272000,14866
2022,2272578,17992
2022,2273685,18618
2022,2274110,18941
2022,2274398,18425
2022,2274548,12129
2022,2275346,14422
2022,2275415,19384
2022,2275604,17766
2022,2276195,19078
2022,2276865,13188
2022,2276934,14094
2022,2277686,17125
2022,2278050,13081
2022,2278057,5218
2022,2279324,18855
2022,2279472,14540
2022,2280637,18966
2022,2280643,18961
2022,2280673,17438
2022,2280690,18963
2022,2281013,9007
2022,2281153,15772
2022,2281556,14754
2022,2281664,14922
2022,2282048,12304
2022,2282058,16859
2022,2283463,14891
2022,2284667,19190
2022,2284791,19176
2022,2284867,19070
2022,2284871,19192
2022,2284891,19067
2022,2284963,12570
2022,2284969,19077
2022,2285145,17728
2022,2285253,19087
2022,2286302,15217
2022,2287222,19101
2022,2288668,16340
2022,2289155,14499
2022,2289385,12732
2022,2289513,11217
2022,2289603,14398
2022,2293440,16928
2022,2293825,3654
2022,2295016,14306
2022,2295236,19181
2022,2295241,17046
2022,2296835,8718
2022,2297038,17337
2022,2297349,4864
2022,2301330,16994
2022,2301335,16950
2022,2301428,17072
2022,2302378,17395
2022,2303016,18973
2022,2303159,17353
2022,2303234,14322
2022,2303567,11307
2022,2305013,7950
2022,2308801,17321
2022,2309061,17779
2022,2311936,8853
2022,2313385,18553
2022,2313920,17156
2022,2316180,15034
2022,2316337,18042
2022,2316338,17185
2022,2316578,19132
2022,2319730,15428
2022,2321417,17398
2022,2322269,17458
2022,2322567,11333
2022,2323867,14234
2022,2323869,16914
2022,2324052,14964
2022,2324061,14948
2022,2326395,17146
2022,2328617,15051
2022,2329020,15936
2022,2329227,17280
2022,2334676,18935
2022,2336316,16459
2022,2336370,16412
2022,2337148,15462
2022,2342057,10146
2022,2343185,16955
2022,2344394,16634
2022,2344856,16628
2022,2364532,14192
2022,2365308,18845
2022,2369558,17633
2022,2371707,14572
2022,2372470,17272
2022,2375348,18952
2022,2378829,16618
2022,2389970,1059
2022,2396659,17264
2022,2399286,13756
2022,2400862,2112
2022,2403461,17665
2022,2404721,15592
2022,2408358,17756
2022,2410882,17681
2022,2411011,7675
2022,2413949,16953
2022,2415329,16095
2022,2416289,17704
2022,2417835,17664
2022,2421796,18766
2022,2422745,17697
2022,2423100,12471
2022,2427371,17469
2022,2432532,17120
2022,2439721,1578
2022,2442077,11906
2022,2444927,1120
2022,2446134,17412
2022,2447209,13755
2022,2456719,12416
2022,2457992,11255
2022,2457996,14602
2022,2462855,17673
2022,2465331,16079
2022,2493342,16026
2022,2497684,15510
2022,2497984,17194
2022,2509489,16039
2022,2529150,18295
2022,2532004,17778
2022,2533004,10796
2022,2548054,18047
2022,2550117,3670
2022,2551293,14516
2022,2552548,14072
2022,2552767,14346
2022,2554003,10763
2022,2556437,16926
2022,2557210,15796
2022,2559206,11615
2022,2560530,16279
2022,2565004,6127
2022,2567492,14878
2022,2567660,17187
2022,2570917,16893
2022,2571643,11448
2022,2571773,16874
2022,2577355,16487
2022,2577377,18734
2022,2578943,19007
2022,2579278,16028
2022,2579490,13782
2022,2585138,19270
2022,2588719,18101
2022,2592228,11580
2022,2595224,17896
2022,2614063,19420
2022,2623931,15951
2022,2624232,18986
2022,2627228,16977
2022,2643876,3116
2022,2649913,15638
2022,2653305,17197
2022,2655894,17381
2022,2669711,5300
2022,2675687,6573
2022,2676322,4469
2022,2680234,12609
2022,2682657,4350
2022,2695760,16217
2022,2696281,12650
2022,2702948,4417
2022,2714429,14760
2022,2715138,14974
2022,2718054,16767
2022,2721167,3682
2022,2724041,17871
2022,2744609,13879
2022,2755275,17961
2022,2766429,18179
2022,2768907,16272
2022,2789638,18580
2022,2791216,13531
2022,2794648,10154
2022,2802547,13896
2022,2820016,16775
2022,2831791,18455
2022,2833791,18837
2022,2854945,18070
2022,2860719,18840
2022,2875475,17799
2023,35816,204
2023,151323,449
2023,216341,2087
2023,279547,763
2023,397915,19819
2023,428264,2805
2023,430458,20662
2023,508132,1925
2023,625320,13258
2023,646504,16453
2023,693491,6021
2023,814889,4847
2023,817155,7126
2023,862836,1665
2023,905855,23331
2023,940588,4436
2023,976079,940
2023,995672,9019
2023,1009078,11220
2023,1013716,3248
2023,1095582,4233
2023,1110805,5674
2023,1124128,6224
2023,1138369,10075
2023,1139883,3121
2023,1152434,19561
2023,1161861,10887
2023,1168590,4446
2023,1208101,2154
2023,1222761,6788
2023,1266916,6308
2023,1282141,6885
2023,1288436,15338
2023,1290407,9369
2023,1303451,10010
2023,1330508,10005
2023,1331786,9224
2023,1338540,4647
2023,1344699,5786
2023,1357851,7665
2023,1462548,1015
2023,1478612,5005
2023,1495948,5134
2023,1498021,11182
2023,1498112,7857
2023,1502720,13475
2023,1502846,12583
2023,1503055,9141
2023,1503354,10506
2023,1503557,12252
2023,1503598,9852
2023,1503759,7476
2023,1503846,11141
2023,1503917,4862
2023,1503950,12898
2023,1504066,11148
2023,1504074,13906
2023,1504232,5072
2023,1504392,7675
2023,1504420,13120
2023,1504424,13104
2023,1504598,4071
2023,1504698,6971
2023,1504700,3980
2023,1504814,13121
2023,1504820,14086
2023,1504993,10180
2023,1505003,7928
2023,1505371,9564
2023,1505762,6888
2023,1506179,13169
2023,1506286,3565
2023,1509400,6761
2023,1510662,13027
2023,1510670,10627
2023,1511261,10290
2023,1511567,12587
2023,1511996,9328
2023,1512053,662
2023,1513944,13293
2023,1515039,13026
2023,1515338,171
2023,1515431,25346
2023,1515509,7005
2023,1516923,11455
2023,1518446,4561
2023,1519220,13545
2023,1519838,9154
2023,1523867,7008
2023,1523872,11208
2023,1523911,11361
2023,1523918,4302
2023,1524038,9846
2023,1524176,11223
2023,1524980,11127
2023,1529129,10436
2023,1531650,13466
2023,1532630,11200
2023,1535321,13740
2023,1539305,10461
2023,1556712,13874
2023,1561428,14413
2023,1584754,13227
2023,1585741,13221
2023,1587707,14030
2023,1594238,14069
2023,1600766,14039
2023,1617135,9575
2023,1623482,9578
2023,1624501,12475
2023,1647356,17468
2023,1711520,8759
2023,1741208,13230
2023,1741917,9770
2023,1764981,11722
2023,1768265,12417
2023,1851596,11985
2023,1882493,1439
2023,1894425,6379
2023,1947227,21442
2023,1953494,13093
2023,2101732,10817
2023,2108360,11466
2023,2142743,13259
2023,2154477,17842
2023,2168538,14563
2023,2175878,14764
2023,2186341,13270
2023,2207905,14523
2023,2220240,8247
2023,2221960,12137
2023,2234078,17132
2023,2245681,14557
2023,2245734,12612
2023,2245798,17275
2023,2245835,16582
2023,2245917,14301
2023,2245966,18249
2023,2246208,17167
2023,2246729,10624
2023,2247018,17505
2023,2247130,14452
2023,2247322,16518
2023,2248642,12571
2023,2248965,19049
2023,2249348,11910
2023,2249410,17727
2023,2249501,19053
2023,2249896,17624
2023,2250281,19097
2023,2250960,14693
2023,2251236,8200
2023,2251984,14176
2023,2252387,17389
2023,2253324,18228
2023,2257959,15896
2023,2258960,16195
2023,2259673,15254
2023,2259904,14171
2023,2263582,9153
2023,2264096,15161
2023,2266128,17675
2023,2266538,10351
2023,2267720,17314
2023,2267732,10735
2023,2267808,17956
2023,2267836,4800
2023,2267890,16075
2023,2267900,16814
2023,2267954,15785
2023,2268035,6963
2023,2268036,18291
2023,2268040,17950
2023,2268099,17719
2023,2268211,14166
2023,2268268,14546
2023,2268405,13031
2023,2268532,15567
2023,2268633,16632
2023,2269005,16342
2023,2269547,1594
2023,2269605,17915
2023,2269943,17137
2023,2270059,9610
2023,2271153,16046
2023,2272000,14866
2023,2273309,11762
2023,2275144,18592
2023,2275415,19384
2023,2276865,13188
2023,2281013,9007
2023,2281664,14922
2023,2287118,17348
2023,2287222,19101
2023,2295016,14306
2023,2296835,8718
2023,2303016,18973
2023,2305833,15333
2023,2313920,17156
2023,2314982,14662
2023,2329227,17280
2023,2343185,16955
2023,2359317,19460
2023,2371707,14572
2023,2372470,17272
2023,2373020,6024
2023,2408358,17756
2023,2410882,17681
2023,2413915,9787
2023,2415329,16095
2023,2416289,17704
2023,2442077,11906
2023,2456719,12416
2023,2495827,11185
2023,2525722,25490
2023,2556437,16926
2023,2571643,11448
2023,2584523,19654
2023,2595224,17896
2023,2648529,21433
2023,2648741,17855
2023,2674875,6026
2023,2675687,6573
2023,2680234,12609
2023,2695760,16217
2023,2703444,3610
2023,2714429,14760
2023,2724095,20082
2023,2853833,14129
2023,2877253,479
2023,2965908,20768
2023,3009164,20504
2023,3026654,17606
2023,3039254,22134
2023,3189378,20056
2023,3214977,11764
2023,3216281,14167
2023,3216291,24037
2023,3216317,24690
2023,3216332,12664
2023,3216345,17242
2023,3216353,23377
2023,3216391,13272
2023,3216404,25074
2023,3216411,19695
2023,3216446,15466
2023,3216470,25149
2023,3216472,21591
2023,3216499,20937
2023,3216543,23733
2023,3216612,23104
2023,3216624,11367
2023,3216630,23426
2023,3216669,19960
2023,3216672,15565
2023,3216700,18820
2023,3216773,19632
2023,3216777,10557
2023,3216800,23175
2023,3216810,24505
2023,3216848,21529
2023,3216853,23037
2023,3216869,17259
2023,3216923,23679
2023,3216971,24117
2023,3216989,21957
2023,3217071,24783
2023,3217081,20057
2023,3217153,20434
2023,3217199,24974
2023,3217319,25034
2023,3217522,12399
2023,3217564,22862
2023,3217581,18792
2023,3217591,23083
2023,3217592,25108
2023,3217594,19576
2023,3217625,25244
2023,3217645,19950
2023,3217695,24077
2023,3217815,24407
2023,3217826,24713
2023,3217860,22172
2023,3217880,24921
2023,3217923,25069
2023,3218046,17625
2023,3218084,7201
2023,3218131,23387
2023,3218161,24155
2023,3218247,21680
2023,3218280,22013
2023,3218299,24819
2023,3218409,24349
2023,3218423,20040
2023,3218737,22832
2023,3218973,11972
2023,3219136,11372
2023,3219367,21583
2023,3219485,20013
2023,3219507,25100
2023,3219680,22129
2023,3219860,13675
2023,3219976,23529
2023,3220036,20356
2023,3220273,21238
2023,3220405,15539
2023,3220432,24757
2023,3220473,21692
2023,3220543,22076
2023,3220711,21511
2023,3221062,23035
2023,3221473,24755
2023,3221547,19573
2023,3221628,23024
2023,3221644,21221
2023,3221678,19987
2023,3222752,9319
2023,3222778,7165
2023,3222902,20211
2023,3223006,18435
2023,3223131,21272
2023,3223199,14472
2023,3224073,21695
2023,3224192,20758
2023,3224269,19751
2023,3224415,14428
2023,3224481,20637
2023,3224583,23296
2023,3224688,19580
2023,3224712,25510
2023,3224846,24751
2023,3224857,2581
2023,3224921,21617
2023,3225071,24489
2023,3225272,472
2023,3225278,20093
2023,3225810,21725
2023,3225986,24748
2023,3226053,4321
2023,3226339,23325
2023,3226569,22888
2023,3226848,21929
2023,3227102,24386
2023,3227205,15912
2023,3227518,17021
2023,3227585,20347
2023,3227674,8815
2023,3227783,25404
2023,3228498,21753
2023,3228505,24410
2023,3228893,18388
2023,3228983,21643
2023,3229291,25146
2023,3229386,23060
2023,3229423,24088
2023,3229502,21287
2023,3229903,25050
2023,3229968,22377
2023,3231924,24654
2023,3232180,20667
2023,3232455,22650
2023,3232746,19315
2023,3232818,19920
2023,3232917,24791
2023,3233165,21258
2023,3233258,21246
2023,3233375,21285
2023,3233439,17459
2023,3233514,22649
2023,3233743,21222
2023,3233825,22909
2023,3233863,20572
2023,3233939,22639
2023,3234138,8475
2023,3234150,23241
2023,3234236,24225
2023,3234287,23833
2023,3234338,20622
2023,3234378,13030
2023,3234615,23740
2023,3234681,24134
2023,3235340,25306
2023,3235375,22654
2023,3236205,20651
2023,3236561,21603
2023,3237023,11064
2023,3238389,20610
2023,3238392,20609
2023,3238618,24453
2023,3239037,16486
2023,3239495,22111
2023,3239956,20863
2023,3240490,20839
2023,3241235,20091
2023,3241350,22979
2023,3242246,18044
2023,3244301,22975
2023,3245318,25217
2023,3245644,22528
2023,3246283,24804
2023,3246812,21290
2023,3247250,5369
2023,3247564,25001
2023,3248311,16000
2023,3249161,22142
2023,3249646,18689
2023,3250438,17578
2023,3251215,24833
2023,3251349,22954
2023,3251581,22105
2023,3251934,10248
2023,3252152,21709
2023,3254885,19953
2023,3259893,23240
2023,3259898,23667
2023,3260991,6994
2023,3261001,23957
2023,3262080,18298
2023,3262781,17996
2023,3265016,24477
2023,3265056,14356
2023,3266365,10856
2023,3270119,21970
2023,3270604,14359
2023,3271896,3643
2023,3272582,20002
2023,3275001,24275
2023,3275144,20706
2023,3276901,24630
2023,3277018,18371
2023,3277931,12136
2023,3280122,12621
2023,3282397,20683
2023,3284579,24343
2023,3285416,21912
2023,3286363,20100
2023,3286956,15212
2023,3287339,24787
2023,3287996,23854
2023,3288056,21476
2023,3288074,24732
2023,3288300,7379
2023,3288757,16086
2023,3288909,20014
2023,3289110,24127
2023,3289435,19970
2023,3289496,13695
2023,3289948,22747
2023,3290122,14431
2023,3290532,22734
2023,3290653,24355
2023,3290803,21324
2023,3292238,22968
2023,3292741,8797
2023,3292745,24104
2023,3292897,20710
2023,3293908,7705
2023,3294577,24205
2023,3297701,12053
2023,3298373,22479
2023,3298524,21423
2023,3298963,22901
2023,3299902,21809
2023,3300465,21628
2023,3300753,8321
2023,3301240,21523
2023,3301652,20235
2023,3303969,21338
2023,3304196,22833
2023,3305290,20324
2023,3305862,20934
2023,3306656,24396
2023,3306705,24741
2023,3307744,10934
2023,3307942,15562
2023,3308201,24479
2023,3308218,20813
2023,3308474,23195
2023,3308562,21381
2023,3308886,19582
2023,3308908,23149
2023,3311577,353
2023,3311971,25576
2023,3312377,25569
2023,3313125,19694
2023,3314323,8992
2023,3314925,9626
2023,3315913,23866
2023,3316410,6127
2023,3318016,15239
2023,3318143,24675
2023,3319894,19774
2023,3320065,22851
2023,3321602,19584
2023,3328829,8988
2023,3341210,19923
2023,3341439,20608
